"as_of_date","borrower_contract_reference_number","borrower_country","borrower_country_code","contract_description","contract_signing_date","fiscal_year","major_sector","procurement_category","procurement_method","procurement_type","product_line","project_id","project_name","region","supplier","supplier_contract_amount_usd","supplier_country","supplier_country_code","wb_contract_number"
"2018-04-10T00:00:00.000","NÂ°01/SC/PPMSD/2017","Mauritania","MR","Partenaire pour lââexÃ©cution  des activitÃ©s  du Projet","2017-01-30T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Single Source Selection","Social Studies","Recipient Executed A","P132998","SUSTAINABLE LIVELIHOODS FOR RETURNEES AN","AFRICA","ONG SDD (SOLIDARITE ET DEVELOPPEMENT D","78547.15","Mauritania","MR","1547214"
"2018-04-10T00:00:00.000","IDA 5340-NE","Niger","NE","Avenant NÂ°1 au contrat NÂ°30/travaux/PGRC-DU/Realisation de","2017-03-02T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","Direct Selection","Works, Installation","IBRD/IDA","P145268","Niger DRM and Urban Development Project","AFRICA","ENTREPRISE CITEC SA","567893.80","Niger","NE","1547612"
"2018-04-10T00:00:00.000","ETRANSFORM/COMP3.4-8","Ghana","GH","Development of eGovernment procurement (e-GP) system in Ghan","2017-05-26T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Procurement Technical Assistance","IBRD/IDA","P144140","GH eTransform Ghana","AFRICA","EUROPEAN  DYNAMICS","1881661.98","United Kingdom","GB","1548208"
"2018-04-10T00:00:00.000","C0560 - COMMANDE N.96458","Madagascar","MG","FOURNITURE, INSTALLATION ET MISE EN EXPLOITATION DES EQUIPEM","2017-03-30T00:00:00.000","2017","Energy & Extractives","GOODS","National Competitive Bidding","Equipment Information Technology","IBRD/IDA","P151785","MG-ESOGIP","AFRICA","CIMELTA","156517.69","Madagascar","MG","1546729"
"2018-04-10T00:00:00.000","01/PSRM/MS/UGP/2017","Guinea","GN","Convention d'Assistance Technique relative a l'Amelioration","2017-05-22T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Construction Supervision","IBRD/IDA","P147758","GN_PRIMARY HEALTH SERVICES IMPROVEMENT","AFRICA","UNITED NATIONS CHILDREN'S FUND (UNICEF)","1000000.00","World","1W","1547452"
"2018-04-10T00:00:00.000","NO. 00123/2017/AMI/MERF-REDD+/PI","Togo","TG","Etude sur l'utilisation des terrres et les options stratÃÂ©","2017-03-16T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Consultant Qualification  Selection","Sector Studies","Carbon Offset","P149942","REDD  Readiness preparation in Togo","AFRICA","GROUPEMENT ONF INTER-LGE","188103.53","France","FR","1546416"
"2018-04-10T00:00:00.000","008/CN/UNCP/2017/PACSC","Burundi","BI","Fourniture de 500 tonnes d'engrais chimiques NPK","2017-02-09T00:00:00.000","2017","Agriculture","GOODS","Direct Selection","Agricultural Inputs","IBRD/IDA","P151869","BI-Coffee Sector Competitiveness Project","AFRICA","YARA TANZANIA","344315.00","Tanzania","TZ","1546377"
"2018-04-10T00:00:00.000","CONV NO08/BCPE-PEJEDEC FA/2017","Cote d'Ivoire","CI","Convention de maitrise d'ouvrage delegue pour la mise en act","2017-03-13T00:00:00.000","2017","Education","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","LE CONSEIL MUNICIPAL DE SASSANDRA","318386.98","Cote d'Ivoire","CI","1546240"
"2018-04-10T00:00:00.000","D/1167/A3","Senegal","SN","SUPERVISION DES TRAVAUX DE REHABILITATION ET DE BITUMAGE DE","2017-02-03T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Construction Supervision","IBRD/IDA","P101415","SN-Transport & Urban Mobility (FY10)","AFRICA","GROUPEMENT ICA / AFRICA CONSULT","900244.86","Senegal","SN","1545170"
"2018-04-10T00:00:00.000","N. 107/MSHPP/DIRCAB/CPPASS/UGP/2","Central African","CF","Recrutement d'une Agence d'Evaluation Externe pour les Ã©val","2017-02-28T00:00:00.000","2017","Health","CONSULTANT SERVICES","Fixed Budget Selection","Management /Technical Advice","IBRD/IDA","P119815","CF-Health System Support Project (FY12)","AFRICA","MEDICAL CARE DEVELOPPEMENT INTERNATION","355112.24","United States","US","1547484"
"2018-04-10T00:00:00.000","MR-SSNS-3868-NC-RFB","Mauritania","MR","Opérateur chargé du paiement des transferts monétaires au pr","2016-11-07T00:00:00.000","2017","Social Protection","NON-CONSULTING SERVICES","Request for Bids","Not assigned","IBRD/IDA","P150430","Mauritania Social Safety Net System","AFRICA","BANQUE EL AMANA","66516.31","Mauritania","MR","1545111"
"2018-04-10T00:00:00.000","UTF/NIR/066/NIR","Nigeria","NG","FOR THE PROVISION OF TECHNICAL ASSISTANCE 
FOR THE IMPLEMEN","2017-03-24T00:00:00.000","2017","Agriculture","NON-CONSULTING SERVICES","Direct Selection","Other Operational Services","Carbon Offset","P153732","NIGERIA FCPF REDD READINESS","AFRICA","FOOD AND AGRICULTURE ORGANIZATION OF UNITED NATIONS (FAO)","1122898.00","World","1W","1547761"
"2018-04-10T00:00:00.000","D/1178/A3","Senegal","SN","SUPERVISION DES TRAVAUX D AMENAGEMENT DE 30 KM DE VOIRIES UR","2017-02-06T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Construction Supervision","IBRD/IDA","P101415","SN-Transport & Urban Mobility (FY10)","AFRICA","GROUPEMENT GIC/AGECET/BTP","719994.84","Senegal","SN","1545168"
"2018-04-10T00:00:00.000","CONV NO09/BCPE-PEJEDEC FA/2017","Cote d'Ivoire","CI","Convention de maitrise d'ouvrage delegue pour la mise en act","2017-03-13T00:00:00.000","2017","Education","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","LE CONSEIL MUNICIPAL DE TABOU","644677.55","Cote d'Ivoire","CI","1546246"
"2018-04-10T00:00:00.000","AO-PAT-3676-CS-CDS","Angola","AO","Prepare and Implement In Service Teacher Training Programs","2016-10-31T00:00:00.000","2017","Education","CONSULTANT SERVICES","Direct Selection","Not assigned","IBRD/IDA","P122700","AO - Learning for All Project","AFRICA","FUNDAÇÃO CALOUSTE GULBENKIAN","1270185.96","Portugal","PT","1545165"
"2018-04-10T00:00:00.000","000422/M/PR/MINMAP/CCPM TR/2016","Cameroon","CM","TRAVAUX DE REHABILITATION DE LA ROUTE BITUMEE MAROUA-MORA ET","2016-11-21T00:00:00.000","2017","Transportation","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P143801","CM - Multimodal Transport Project","AFRICA","ETEP","34024634.98","Chad","TD","1545159"
"2018-04-10T00:00:00.000","000422/M/PR/MINMAP/CCPM TR/2016","Cameroon","CM","TRAVAUX DE REHABILITATION DE LA ROUTE BITUMEE MAROUA-MORA ET","2016-11-21T00:00:00.000","2017","Transportation","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P143801","CM - Multimodal Transport Project","AFRICA","SOTCOCOG","34024634.98","Cameroon","CM","1545159"
"2018-04-10T00:00:00.000","TA SERVICE - LGSS OFFICE COMPLEX","Ghana","GH","TA SERVICES FOR THE  CONSTRUCTION OF OFFICE COMPLEX FOR LGSS","2017-02-24T00:00:00.000","2017","Financial Sector","CONSULTANT SERVICES","Quality And Cost-Based Selection","Construction Supervision","IBRD/IDA","P125595","Ghana - PPP Project","AFRICA","CPCS TRANSCOM INTERNATIONL LIMITED","686036.38","Barbados","BB","1546796"
"2018-04-10T00:00:00.000","C0540","Madagascar","MG","Service de consultants pour l'enquete de satisfactions des c","2017-02-24T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Administrative Services","IBRD/IDA","P151785","MG-ESOGIP","AFRICA","CABINET RANDRIAMAROSOL","64740.45","Madagascar","MG","1545513"
"2018-04-10T00:00:00.000","N.C0540","Madagascar","MG","SERVICE DE CONSULTANTS POUR L'ENQUETE DE SATISFACTION DES CL","2017-04-20T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Audit Services","IBRD/IDA","P151785","MG-ESOGIP","AFRICA","CABINET RANDRIAMAROSOLO & VISIO DESIGN","53950.38","Madagascar","MG","1546518"
"2018-04-10T00:00:00.000","N.C0540","Madagascar","MG","SERVICE DE CONSULTANTS POUR L'ENQUETE DE SATISFACTION DES CL","2017-04-20T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Audit Services","IBRD/IDA","P151785","MG-ESOGIP","AFRICA","CABINET RANDRIAMAROSOLO & VISIO DESIGN","53950.38","Madagascar","MG","1546524"
"2018-04-10T00:00:00.000","CS1/PERIP/PPA","Mozambique","MZ","Engineering design and supervision for rehabilitation and up","2017-03-01T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P158249","Power Effic & Reliability Improv Project","AFRICA","DECON","3738053.54","Germany","DE","1545160"
"2018-04-10T00:00:00.000","04-BIS-TVX-ICB-2016","Senegal","SN","LOT 1:  Fourniture et pose de canalisations de transfert en","2017-01-09T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P150351","FY16-SN Urban Water and Sanitation Proje","AFRICA","SADE CGTH","5292541.29","France","FR","1545149"
"2018-04-10T00:00:00.000","04-BIS-TVX-ICB-2016","Senegal","SN","LOT2 : Fourniture et pose de canalisations de transfert en f","2017-01-09T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P150351","FY16-SN Urban Water and Sanitation Proje","AFRICA","INTER ENTREPRISE SA","6223133.87","Algeria","DZ","1545152"
"2018-04-10T00:00:00.000","20BIS-CONS-SBQC-2016","Senegal","SN","ETUDE HYDROGEOLOGIQUE COMPLEMENTAIRE DU SYSTEME HORST DE NDI","2016-07-04T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P150351","FY16-SN Urban Water and Sanitation Proje","AFRICA","SETICO","425557.26","Senegal","SN","1545151"
"2018-04-10T00:00:00.000","AON NÂ° 003/PDDC/2016","Guinea-Bissau","GW","Fourniture de vÃ©hicules","2017-03-15T00:00:00.000","2017","Social Protection","GOODS","International Competitive Bidding","Equipment, Agricultural","IBRD/IDA","P090712","GW-Community-Driven Dev. Proj","AFRICA","CFAO MOTORS","220147.96","Guinea-Bissau","GW","1546530"
"2018-04-10T00:00:00.000","096/IDA/PGAPF/UC-PIF/MECN-DD/EPM","Congo, Democrat","ZR","APPUI A LA PRODUCTION ET LA DISTRIBUTION DES FOERS AMELIORES","2017-02-13T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Single Source Selection","Project Management","Recipient Executed A","P128887","DRC FIP Improved Forested Landscape Mgmt","AFRICA","BISO NA BISO (BNB)","260000.00","Congo, Democrat","ZR","1550018"
"2018-04-10T00:00:00.000","ETP/COMP3.4-5","Ghana","GH","Development of an integrated information management system f","2017-05-18T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Institution building","IBRD/IDA","P144140","GH eTransform Ghana","AFRICA","LEADING ASSOCIATES","250480.50","United States","US","1548212"
"2018-04-10T00:00:00.000","NO. 132/MITPR/CI/PRO-ROUTES/2016","Congo, Democrat","ZR","SERVICE POUR LA VERIFICATION ET VALIDATION DES DONNEES ENVIR","2017-02-28T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Management /Technical Advice","IBRD/IDA","P101745","High Priority Reopening & Maintenance","AFRICA","DIAF","139420.00","Congo, Democrat","ZR","1545777"
"2018-04-10T00:00:00.000","NO. 059/MITPR/CI/PRO ROUTES/2016","Congo, Democrat","ZR","CONTRAT DE CONSULTANT INDIVIDUEL, EXPERT SENIOR CHARGE D APP","2017-03-08T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Management /Technical Advice","IBRD/IDA","P101745","High Priority Reopening & Maintenance","AFRICA","AIME MBOYO NKOSO","42440.00","Congo, Democrat","ZR","1545776"
"2018-04-10T00:00:00.000","0040/DGMP-DSP","Mali","ML","Etudes techniques de preparation du PREFEEN - Phase 2 (APD -","2017-03-06T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Management /Technical Advice","IBRD/IDA","P151909","Econ. & Env. Rehab. of Niger River","AFRICA","GROUPEMENT AGRER-SID","687852.19","Mali","ML","1547624"
"2018-04-10T00:00:00.000","10/NC/ANRLMP/16","Mozambique","MZ","Acquisition of Satelite Images for Sistematic land regulariz","2017-05-17T00:00:00.000","2017","Industry & Trade/Ser","NON-CONSULTING SERVICES","Request for Bids","Not assigned","IBRD/IDA","P149620","MZ-Agriculture NRM Project","AFRICA","MUNICIPIA & INFORGEO, LDA","310737.12","Portugal","PT","1545325"
"2018-04-10T00:00:00.000","10/NC/ANRLMP/16","Mozambique","MZ","Acquisition of Satelite Images for Sistematic land regulariz","2017-05-17T00:00:00.000","2017","Industry & Trade/Ser","NON-CONSULTING SERVICES","Request for Bids","Not assigned","IBRD/IDA","P149620","MZ-Agriculture NRM Project","AFRICA","INFORGEO, SISTEMAS DE INFORMAÇÃO GEOGRAFICA","310737.12","Portugal","PT","1545325"
"2018-04-10T00:00:00.000","OD/PSRGDP/GD/ICB/001/2016","Nigeria","NG","The Supply, Installation, Integration, Testing and Commissio","2017-02-21T00:00:00.000","2017","Public Admin","GOODS","International Competitive Bidding","Equipment Information Technology","IBRD/IDA","P097026","NG-State Gov & CB TAL 2 (FY10)","AFRICA","SERVE CONSULTING LIMITED","6350499.21","Nigeria","NG","1546026"
"2018-04-10T00:00:00.000","CFEF/PDPC/ H860 Â ZR/2016/PM/","Congo, Democrat","ZR","Consultant charge dâassistance technique a lâANAPI et au","2017-04-05T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Single Source Selection","Financial Services","IBRD/IDA","P124720","DRC Western Growth Poles Project","AFRICA","ADOLFO R. TAYLHARDAT","159055.00","United States","US","1550100"
"2018-04-10T00:00:00.000","#","Gabon","GA","Recruitment of a firm for assistance in the implementation o","2017-02-15T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Quality And Cost-Based Selection","ICT/Telecommunications Services","IBRD/IDA","P129267","GA- Investment Promotion and Competitiv","AFRICA","KAVAA GLOBAL SERVICES","249474.37","Morocco","MA","1546998"
"2018-04-10T00:00:00.000","NGP-SS-29","Nigeria","NG","Consultancy Services for Rapid Review of Financial and Opera","2017-02-20T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Single Source Selection","Financial Services","IBRD/IDA","P106172"," NG-Electricity and Gas Improvement","AFRICA","WIZER CONSULTING SERVICES LLP","198414.22","Nigeria","NG","1545533"
"2018-04-10T00:00:00.000","LEC/LACEEP/SUB/01 (LOTS 1-2 &3)","Liberia","LR","LOT I, II, III - SUPPLY & INSTALLATION OF 66/22KV & 66/33KV","2017-04-21T00:00:00.000","2017","Energy & Extractives","GOODS","International Competitive Bidding","Equipment, Electrical","IBRD/IDA","P133445","LR-Accelerated Electricity Exp. (FY13)","AFRICA","JV OF MBH POWER PVT LTD. & SHREEM ELEC","9549054.90","India","IN","1547111"
"2018-04-10T00:00:00.000","PIU/EERP: 11/2017.TA","Western Africa","3W","Consulting Services for Obstetrics & Gynecology and Surgery","2017-02-28T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Training Services","IBRD/IDA","P152359","Ebola Emergency Response Project","AFRICA","ICAHN SCHOOL OF MEDICINE ATMOUNT SINAI","2173210.00","United States","US","1548936"
"2018-04-10T00:00:00.000","#","Central African","CF","ACQUISITION DES EQUIPEMENTS DES BENEFICIAIRES (OUTILS ET PRO","2017-02-20T00:00:00.000","2017","Social Protection","GOODS","Direct Selection","Equipment, Medical","IBRD/IDA","P152512","CF - LONDO ('Stand-Up') Project","AFRICA","MAMA NOUR ET FRERES","20243.63","Central African","CF","1545750"
"2018-04-10T00:00:00.000","#","Central African","CF","ACQUISITION DESEQUIPEMENTS DES BENEFICIAIRES (OUTILS ET PROT","2017-02-20T00:00:00.000","2017","Social Protection","GOODS","Direct Selection","Equipment, Medical","IBRD/IDA","P152512","CF - LONDO ('Stand-Up') Project","AFRICA","MAMA NOUR ET FRERES","20243.63","Central African","CF","1545754"
"2018-04-10T00:00:00.000","S-10/BCPE-PEJEDEC FA/2017","Cote d'Ivoire","CI","Contrat d'abonnement de geolocalisation et de telesurveillan","2017-03-13T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Consultant Qualification  Selection","ICT/Telecommunications Services","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","COMAFRIQUE TECHNOLOGIES","1958.83","Cote d'Ivoire","CI","1547879"
"2018-04-10T00:00:00.000","001/2017/MM-PAJTNC","Mali","ML","AUDIT FINANCIER ET COMPTABLE DU PAJTNC EXERCICE 2016 ET PREM","2017-02-27T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Audit Services","Recipient Executed A","P149445","Legal and TA negotiation support","AFRICA","CABINET SEC DIARRA","10619.93","Mali","ML","1545588"
"2018-04-10T00:00:00.000","NO.436/CMRAP/PRRAP/COORDO/EPM/02","Congo, Democrat","ZR","CONSULTANT CABINET CHARGE DE LA FORMATION INITIALE DE 500 JE","2017-03-23T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Consultant Qualification  Selection","Project Management","IBRD/IDA","P122229","DRC Public Service Reform and Rejuv","AFRICA","GROUPEMENT CIFOM &CK-AUDIT","125500.00","Burkina Faso","BF","1545971"
"2018-04-10T00:00:00.000","EERP:10/2017.TA","Western Africa","3W","Consultant's Services for Management and Implementation of t","2017-03-01T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Quality And Cost-Based Selection","Management /Technical Advice","IBRD/IDA","P152359","Ebola Emergency Response Project","AFRICA","CONSEIL SANTE S.A. CONSORTIUM DCP INC.","1829901.18","France","FR","1549397"
"2018-04-10T00:00:00.000","AO-PAT-3638-CS-CDS","Angola","AO","O Consultor será responsável pela execução dos trabalhos con","2016-11-01T00:00:00.000","2017","Education","CONSULTANT SERVICES","Direct Selection","Not assigned","IBRD/IDA","P122700","AO - Learning for All Project","AFRICA","DARIO LUIS","151864.64","Angola","AO","1545460"
"2018-04-10T00:00:00.000","MOM/JSDF/G9","Ethiopia","ET","Procurement of GOLD MINING EQUIPMENT","2017-02-24T00:00:00.000","2017","Energy & Extractives","GOODS","National Competitive Bidding","Equipment, Mining","Recipient Executed A","P125487","Ethiopia: ASM Support (JSDF)","AFRICA","GULDSTROM CO AB","317696.00","Sweden","SE","1546060"
"2018-04-10T00:00:00.000","MARCHES NO0163/F/28/CPMP/SR/PGDP","Mauritania","MR","Acquisition de Materiel de Cloture","2017-06-01T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Agricultural","GEF","P144183","Sustainable Landscape Management Project","AFRICA","ETS MHAM","321112.48","Mauritania","MR","1547384"
"2018-04-10T00:00:00.000","MARCHENO167/F/29/CPMP/SR/PGDP/ME","Mauritania","MR","Acquisition de Materiel Horticole","2017-06-01T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Agricultural","GEF","P144183","Sustainable Landscape Management Project","AFRICA","ETS MHAM","42508.78","Mauritania","MR","1547385"
